actividad,cantidad,estatus,pais,genero
Grocery Store,725,paid,Peru,F
Farm Supplies,1000,in_repayment,El Salvador,F
Property,1425,in_repayment,Peru,M
Fish Selling,450,paid,El Salvador,F
Bakery,1300,in_repayment,El Salvador,F
Food Production/Sales,300,paid,El Salvador,F
Clothing Sales,375,paid,Peru,M
Construction,300,in_repayment,Peru,M
Food,100,paid,Philippines,F
Grocery Store,525,in_repayment,Colombia,M
Clothing Sales,400,in_repayment,Colombia,F
General Store,100,paid,Philippines,F
General Store,100,paid,Philippines,F
Food Production/Sales,100,paid,Philippines,F
General Store,100,paid,Philippines,F
General Store,250,paid,El Salvador,F
Personal Housing Expenses,550,in_repayment,Peru,F
Fuel/Firewood,75,paid,Philippines,F
Sewing,3000,in_repayment,Iraq,F
General Store,100,paid,Philippines,F
Transportation,75,paid,Philippines,F
Pub,900,in_repayment,Peru,M
Farming,4450,paid,Kenya,F
Sewing,1000,in_repayment,Iraq,F
Food Production/Sales,900,in_repayment,El Salvador,F
Internet Cafe,3000,in_repayment,Iraq,M
Auto Repair,1200,in_repayment,El Salvador,M
Agriculture,1475,in_repayment,Honduras,F
Personal Housing Expenses,575,in_repayment,Peru,M
Home Appliances,550,in_repayment,Peru,M
Personal Housing Expenses,200,paid,Peru,M
Personal Housing Expenses,300,paid,Peru,M
Furniture Making,1075,paid,Peru,M
Retail,650,paid,Senegal,M
General Store,4000,paid,Paraguay,F
Food Stall,525,in_repayment,Colombia,F
Clothing,4925,paid,Paraguay,F
General Store,1275,in_repayment,Paraguay,F
Higher education costs,1500,in_repayment,Paraguay,M
Higher education costs,950,in_repayment,Paraguay,F
Bakery,400,in_repayment,Nicaragua,F
Retail,4025,paid,Paraguay,F
Higher education costs,950,in_repayment,Paraguay,M
Clothing Sales,3425,paid,Paraguay,F
Services,1250,in_repayment,Paraguay,M
Agriculture,750,in_repayment,Bolivia,F
Construction,1250,paid,Paraguay,M
Retail,650,paid,Senegal,M
Agriculture,1050,in_repayment,Honduras,F
Construction,1250,paid,Paraguay,M
General Store,1500,in_repayment,Bolivia,F
Clothing Sales,1250,paid,Paraguay,F
Cheese Making,500,in_repayment,El Salvador,F
Animal Sales,5675,paid,Paraguay,F
Food Stall,1275,in_repayment,Paraguay,F
Retail,4400,paid,Paraguay,F
Services,250,in_repayment,Indonesia,M
Home Energy,175,in_repayment,Uganda,M
Shoe Sales,1250,in_repayment,Guatemala,F
Farming,500,in_repayment,Ecuador,M
General Store,3800,paid,Paraguay,F
Retail,1275,in_repayment,Paraguay,F
Retail,1250,in_repayment,Paraguay,M
Higher education costs,700,in_repayment,Paraguay,F
Higher education costs,375,paid,Paraguay,F
Clothing Sales,525,paid,Colombia,M
Crafts,3525,paid,Paraguay,F
Dairy,1000,paid,El Salvador,M
Personal Products Sales,350,in_repayment,India,F
Clothing,3400,paid,Paraguay,F
Motorcycle Repair,175,in_repayment,India,F
Dairy,250,in_repayment,India,F
Food Stall,300,in_repayment,Ecuador,F
Construction,200,in_repayment,India,F
Construction,300,in_repayment,Ecuador,M
Food,6150,paid,Paraguay,F
Poultry,1000,in_repayment,El Salvador,M
Retail,400,in_repayment,Nicaragua,M
Higher education costs,6950,in_repayment,Dominican Republic,F
Higher education costs,475,in_repayment,Paraguay,M
Clothing,1000,in_repayment,Ecuador,F
Home Products Sales,175,in_repayment,India,F
Food Market,175,in_repayment,India,F
Home Energy,100,in_repayment,Uganda,M
Food Stall,650,paid,Guatemala,F
Office Supplies,150,in_repayment,India,F
Tourism,10000,in_repayment,United States,F
Clothing Sales,1000,in_repayment,Ecuador,F
Services,250,in_repayment,Indonesia,F
Dairy,250,in_repayment,India,F
Construction,200,in_repayment,India,F
Construction Supplies,2350,in_repayment,Yemen,M
Sewing,1075,in_repayment,Peru,F
Food,2175,paid,Burundi,F
Food Production/Sales,650,paid,Mali,F
Food Production/Sales,375,paid,Mali,F
Food Production/Sales,175,paid,Mali,F
Food Production/Sales,225,paid,Mali,F
Fruits & Vegetables,800,paid,Guatemala,M
Clothing Sales,800,paid,El Salvador,F
Poultry,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Poultry,500,paid,Zimbabwe,F
Poultry,500,paid,Zimbabwe,F
Fish Selling,225,paid,Mali,F
Clothing Sales,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Farming,500,paid,Zimbabwe,F
Grocery Store,500,in_repayment,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Poultry,500,paid,Zimbabwe,F
Food Market,500,in_repayment,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Grocery Store,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Clothing,500,paid,Zimbabwe,F
General Store,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Poultry,500,paid,Zimbabwe,F
Poultry,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Grocery Store,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Clothing Sales,500,in_repayment,Zimbabwe,F
Grocery Store,500,paid,Zimbabwe,F
Poultry,500,in_repayment,Zimbabwe,F
Poultry,500,paid,Zimbabwe,F
Poultry,0,refunded,Zimbabwe,F
Grocery Store,500,paid,Zimbabwe,F
Poultry,500,in_repayment,Zimbabwe,F
Poultry,500,paid,Zimbabwe,F
Grocery Store,500,paid,Zimbabwe,F
Poultry,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Poultry,500,paid,Zimbabwe,F
Poultry,500,paid,Zimbabwe,F
Retail,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Poultry,0,refunded,Zimbabwe,F
General Store,500,in_repayment,Zimbabwe,F
Retail,500,in_repayment,Zimbabwe,F
General Store,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Poultry,500,in_repayment,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Clothing Sales,500,in_repayment,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Phone Use Sales,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Clothing Sales,500,in_repayment,Zimbabwe,F
Poultry,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Beauty Salon,500,paid,Zimbabwe,F
Farming,500,paid,Zimbabwe,F
Poultry,500,paid,Zimbabwe,F
Clothing Sales,500,in_repayment,Zimbabwe,F
Used Clothing,500,in_repayment,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Poultry,500,paid,Zimbabwe,F
Sewing,500,paid,Zimbabwe,F
Fruits & Vegetables,500,paid,Zimbabwe,F
Clothing Sales,500,in_repayment,Zimbabwe,F
Poultry,500,paid,Zimbabwe,F
Poultry,500,paid,Zimbabwe,F
Sewing,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Poultry,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Poultry,500,in_repayment,Zimbabwe,F
Grocery Store,500,paid,Zimbabwe,F
Poultry,500,in_repayment,Zimbabwe,F
Poultry,500,paid,Zimbabwe,F
Grocery Store,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Clothing Sales,500,in_repayment,Zimbabwe,F
Grocery Store,500,paid,Zimbabwe,F
Poultry,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Sewing,500,in_repayment,Zimbabwe,F
Clothing Sales,0,refunded,Zimbabwe,F
Poultry,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
General Store,500,in_repayment,Zimbabwe,F
Poultry,500,paid,Zimbabwe,F
Poultry,500,paid,Zimbabwe,F
Grocery Store,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Poultry,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Poultry,500,paid,Zimbabwe,F
Clothing Sales,500,in_repayment,Zimbabwe,F
Used Clothing,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Used Clothing,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Poultry,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Clothing Sales,500,in_repayment,Zimbabwe,F
Used Clothing,500,paid,Zimbabwe,F
General Store,500,in_repayment,Zimbabwe,F
Pigs,500,paid,Zimbabwe,F
Poultry,500,paid,Zimbabwe,F
Clothing Sales,500,in_repayment,Zimbabwe,F
Fish Selling,850,paid,Mali,F
Cereals,225,paid,Mali,F
Food Production/Sales,225,paid,Mali,F
General Store,125,in_repayment,Philippines,F
Pigs,150,paid,Philippines,M
Beauty Salon,750,paid,Burkina Faso,F
General Store,500,in_repayment,Zimbabwe,F
Grocery Store,500,paid,Zimbabwe,F
Higher education costs,1050,in_repayment,Jordan,F
Higher education costs,2250,paid,Jordan,M
Higher education costs,475,paid,Jordan,F
Higher education costs,1050,in_repayment,Jordan,F
Sewing,850,in_repayment,Senegal,M
Higher education costs,750,in_repayment,Jordan,F
Poultry,600,in_repayment,Jordan,F
Clothing Sales,500,paid,Zimbabwe,F
Grocery Store,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Education provider,550,in_repayment,Palestine,M
Education provider,825,in_repayment,Palestine,M
Personal Housing Expenses,1900,in_repayment,Mexico,F
Education provider,575,in_repayment,Palestine,F
Clothing,500,in_repayment,Zimbabwe,F
Grocery Store,500,paid,Zimbabwe,F
Poultry,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Grocery Store,500,paid,Zimbabwe,F
Clothing Sales,500,in_repayment,Zimbabwe,F
Grocery Store,3650,paid,Peru,F
Beauty Salon,500,paid,Zimbabwe,F
Beauty Salon,500,in_repayment,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Poultry,500,paid,Zimbabwe,F
Poultry,500,in_repayment,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Soft Drinks,500,paid,Zimbabwe,F
Clothing Sales,500,in_repayment,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Poultry,500,paid,Zimbabwe,F
Agriculture,1000,in_repayment,El Salvador,M
Grocery Store,500,paid,Zimbabwe,F
Clothing Sales,500,in_repayment,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Animal Sales,800,in_repayment,Guatemala,F
Taxi,1025,in_repayment,Azerbaijan,M
Barber Shop,1500,in_repayment,Iraq,M
Beauty Salon,725,paid,Peru,F
Farm Supplies,1000,paid,El Salvador,M
Primary/secondary school costs,375,paid,Peru,F
Livestock,2900,in_repayment,India,F
Sewing,2500,in_repayment,Iraq,F
Livestock,1250,in_repayment,India,F
Personal Housing Expenses,550,in_repayment,El Salvador,F
Retail,375,paid,Peru,F
Grocery Store,525,paid,Guatemala,F
Food Stall,800,in_repayment,Ecuador,F
Home Appliances,375,paid,Peru,F
Farm Supplies,600,in_repayment,El Salvador,M
Bakery,20000,in_repayment,Iraq,F
Manufacturing,575,paid,Mexico,F
Pigs,800,in_repayment,Ecuador,M
Home Energy,150,in_repayment,Uganda,M
Retail,375,paid,Peru,F
Fruits & Vegetables,1525,paid,Mexico,M
Food Production/Sales,1200,paid,El Salvador,F
Used Clothing,5000,paid,Peru,F
Personal Housing Expenses,550,in_repayment,El Salvador,F
Clothing Sales,1000,in_repayment,El Salvador,F
Farming,550,paid,Peru,M
Personal Housing Expenses,550,in_repayment,El Salvador,F
Cattle,1000,in_repayment,Ecuador,F
Fruits & Vegetables,700,in_repayment,El Salvador,M
Clothing Sales,800,paid,Guatemala,F
Bookstore,525,paid,Guatemala,F
Fruits & Vegetables,400,in_repayment,El Salvador,F
Textiles,5375,paid,Peru,F
Food Production/Sales,300,paid,El Salvador,F
Fruits & Vegetables,600,in_repayment,El Salvador,F
Poultry,400,in_repayment,El Salvador,F
General Store,1000,in_repayment,El Salvador,F
Fuel/Firewood,1025,paid,El Salvador,M
General Store,1025,in_repayment,El Salvador,F
Clothing Sales,800,paid,Guatemala,F
Beauty Salon,800,paid,Guatemala,M
Farm Supplies,400,in_repayment,El Salvador,M
Retail,500,in_repayment,El Salvador,F
Food Production/Sales,200,paid,El Salvador,F
Farming,100,paid,Philippines,F
Fishing,350,paid,El Salvador,M
Livestock,0,refunded,El Salvador,F
Funeral Expenses,325,paid,Nicaragua,M
General Store,3550,in_repayment,Guatemala,F
Agriculture,350,in_repayment,Kenya,M
Sewing,800,paid,Guatemala,F
Primary/secondary school costs,400,in_repayment,Nicaragua,M
Food Production/Sales,800,in_repayment,El Salvador,F
Clothing Sales,300,paid,El Salvador,F
Agriculture,350,in_repayment,Kenya,F
Poultry,1125,in_repayment,Ecuador,F
Personal Medical Expenses,1175,in_repayment,Bolivia,F
Bakery,325,in_repayment,Nicaragua,F
Fruits & Vegetables,500,paid,El Salvador,F
Catering,2925,in_repayment,Guatemala,F
Agriculture,1050,in_repayment,Tajikistan,M
Agriculture,350,in_repayment,Kenya,F
Fishing,600,paid,El Salvador,M
Clothing Sales,800,in_repayment,Bolivia,F
Agriculture,350,in_repayment,Kenya,M
Agriculture,350,in_repayment,Kenya,M
Sewing,1050,paid,Tajikistan,F
Agriculture,350,in_repayment,Kenya,M
Food,4700,paid,Mexico,F
Cattle,325,paid,Tajikistan,M
Higher education costs,300,paid,Bolivia,M
Higher education costs,700,in_repayment,Paraguay,F
Agriculture,200,in_repayment,Kenya,M
Agriculture,1050,paid,Tajikistan,M
Agriculture,350,in_repayment,Kenya,M
Personal Housing Expenses,400,paid,Nicaragua,M
Taxi,450,in_repayment,Bolivia,M
Services,700,in_repayment,Bolivia,F
Transportation,950,in_repayment,Bolivia,M
Fish Selling,450,paid,El Salvador,M
Pigs,700,paid,El Salvador,F
Poultry,725,in_repayment,Ecuador,M
Natural Medicines,250,in_repayment,El Salvador,M
Agriculture,1475,in_repayment,Honduras,F
Farming,1375,in_repayment,Ukraine,M
Retail,500,in_repayment,El Salvador,F
Farm Supplies,0,refunded,El Salvador,M
General Store,1025,in_repayment,El Salvador,F
Bakery,500,paid,El Salvador,F
General Store,325,in_repayment,Nicaragua,F
Fish Selling,225,paid,El Salvador,M
Personal Housing Expenses,400,paid,Nicaragua,M
Livestock,700,in_repayment,El Salvador,F
Food Stall,475,in_repayment,Nicaragua,M
Personal Housing Expenses,1000,in_repayment,El Salvador,M
Higher education costs,1175,in_repayment,Paraguay,F
Crafts,4425,paid,Paraguay,F
Farming,500,paid,El Salvador,M
Poultry,1300,in_repayment,Guatemala,F
Fruits & Vegetables,375,in_repayment,Peru,F
Farm Supplies,1000,in_repayment,El Salvador,M
Agriculture,625,paid,Peru,M
Land Rental,300,in_repayment,El Salvador,M
Personal Housing Expenses,275,paid,Guatemala,F
Personal Housing Expenses,1300,in_repayment,Guatemala,F
Food Stall,375,in_repayment,Peru,F
Clothing Sales,4100,in_repayment,Guatemala,M
Food Stall,550,in_repayment,El Salvador,F
Home Energy,1325,in_repayment,Honduras,M
Personal Housing Expenses,550,in_repayment,Nicaragua,M
Agriculture,725,paid,Peru,M
Livestock,600,in_repayment,El Salvador,F
Pigs,500,in_repayment,Ecuador,F
Animal Sales,800,in_repayment,Ecuador,F
Animal Sales,800,in_repayment,Ecuador,F
Food Market,475,paid,Guatemala,F
Higher education costs,500,in_repayment,Nicaragua,F
Clothing Sales,600,paid,El Salvador,F
Home Appliances,375,in_repayment,Peru,M
Agriculture,700,in_repayment,El Salvador,M
Livestock,550,paid,El Salvador,F
General Store,3975,paid,Paraguay,F
Charcoal Sales,3875,paid,Paraguay,F
Clothing,3225,paid,Paraguay,F
Manufacturing,500,in_repayment,Ecuador,M
Poultry,14725,in_repayment,Rwanda,M
Furniture Making,575,paid,Nicaragua,M
Personal Housing Expenses,200,paid,Nicaragua,M
Restaurant,725,paid,Peru,F
Sewing,650,in_repayment,Senegal,F
Personal Purchases,1425,in_repayment,Peru,F
Pigs,500,in_repayment,Ecuador,F
Retail,75,paid,Peru,F
Agriculture,375,paid,Peru,F
Clothing Sales,550,in_repayment,Peru,F
General Store,550,paid,El Salvador,F
Pigs,500,in_repayment,Ecuador,M
Restaurant,150,paid,Togo,F
General Store,325,paid,Philippines,F
Used Clothing,200,paid,Togo,F
Retail,675,in_repayment,Philippines,F
Farming,250,paid,Philippines,F
Farming,300,paid,Philippines,F
General Store,350,in_repayment,Philippines,F
Personal Housing Expenses,350,in_repayment,Philippines,F
Textiles,725,paid,Peru,F
Pigs,3250,in_repayment,Guatemala,F
General Store,125,paid,Philippines,F
Education provider,800,in_repayment,Guatemala,M
Food Stall,150,paid,Philippines,F
Agriculture,725,paid,Peru,M
Fish Selling,250,paid,El Salvador,M
Personal Housing Expenses,250,paid,Nicaragua,M
Higher education costs,1075,in_repayment,Peru,M
Food Production/Sales,725,paid,Peru,F
Services,1125,paid,Philippines,F
Personal Housing Expenses,2000,in_repayment,Mongolia,F
Agriculture,375,paid,Peru,F
Agriculture,225,paid,Peru,F
General Store,575,paid,Philippines,F
Livestock,800,paid,El Salvador,M
Pigs,500,in_repayment,Ecuador,M
Higher education costs,1150,in_repayment,Mongolia,F
Agriculture,200,paid,Peru,M
Higher education costs,575,in_repayment,Nicaragua,F
Agriculture,375,paid,Peru,M
Transportation,700,paid,El Salvador,M
Furniture Making,1050,in_repayment,Honduras,M
Personal Purchases,200,paid,Peru,M
Agriculture,550,paid,Peru,M
Services,225,paid,Philippines,M
Grocery Store,575,paid,Honduras,F
Retail,500,in_repayment,El Salvador,F
Personal Housing Expenses,275,in_repayment,Nicaragua,M
Food Production/Sales,500,in_repayment,El Salvador,F
Used Clothing,100,paid,Togo,F
General Store,225,paid,Philippines,F
Construction,550,paid,Peru,M
Shoe Sales,175,paid,Togo,F
Furniture Making,375,in_repayment,Peru,M
Retail,75,paid,Togo,F
Pigs,3075,in_repayment,Guatemala,F
Higher education costs,725,paid,Peru,F
Fruits & Vegetables,725,in_repayment,Peru,F
Crafts,75,paid,Togo,F
Food Stall,1725,in_repayment,Vietnam,F
Animal Sales,375,paid,Peru,M
Personal Housing Expenses,275,in_repayment,Nicaragua,M
Tailoring,1425,in_repayment,Vietnam,F
Hotel,1225,in_repayment,Vietnam,F
Clothing Sales,175,paid,Togo,F
Services,1300,in_repayment,Vietnam,F
Food Stall,1075,in_repayment,Vietnam,F
Cattle,1075,in_repayment,Vietnam,F
Services,1000,in_repayment,El Salvador,M
Restaurant,175,paid,Togo,F
Food Production/Sales,100,paid,Togo,F
Personal Housing Expenses,725,in_repayment,Vietnam,F
Home Appliances,725,in_repayment,Vietnam,F
Personal Housing Expenses,725,in_repayment,Vietnam,F
General Store,225,paid,Philippines,F
Personal Housing Expenses,725,in_repayment,Vietnam,F
Cereals,100,paid,Togo,F
Farming,875,in_repayment,Cambodia,F
Farming,625,in_repayment,Cambodia,F
Home Appliances,725,in_repayment,Vietnam,F
Personal Housing Expenses,725,in_repayment,Vietnam,F
Fish Selling,125,paid,Philippines,F
Personal Housing Expenses,725,in_repayment,Vietnam,F
Personal Housing Expenses,725,in_repayment,Vietnam,F
Personal Housing Expenses,725,in_repayment,Vietnam,F
Personal Housing Expenses,725,in_repayment,Vietnam,F
Manufacturing,2925,in_repayment,Vietnam,F
Agriculture,5375,paid,Ecuador,F
Used Clothing,100,paid,Togo,F
Fish Selling,100,paid,Togo,F
Home Appliances,725,in_repayment,Vietnam,F
Personal Housing Expenses,725,in_repayment,Vietnam,F
Personal Housing Expenses,400,in_repayment,Vietnam,F
Personal Housing Expenses,400,in_repayment,Vietnam,F
Food Production/Sales,1500,in_repayment,Vietnam,F
Poultry,1500,in_repayment,Vietnam,F
Personal Housing Expenses,400,in_repayment,Vietnam,F
Retail,125,paid,Philippines,F
Personal Housing Expenses,500,in_repayment,Vietnam,F
Personal Housing Expenses,725,in_repayment,Vietnam,F
Food Production/Sales,100,paid,Philippines,F
Retail,350,paid,Philippines,F
Retail,100,paid,Philippines,F
Bakery,575,paid,Philippines,F
Pigs,250,in_repayment,Philippines,F
Farming,1075,in_repayment,Cambodia,F
Cereals,575,in_repayment,Philippines,F
Pigs,275,in_repayment,Philippines,M
Farming,1225,in_repayment,Cambodia,F
Farming,875,in_repayment,Cambodia,F
Bakery,1125,in_repayment,Philippines,F
Animal Sales,4925,paid,Ecuador,F
Poultry,250,in_repayment,Kenya,F
Tailoring,250,in_repayment,Kenya,F
Farming,500,in_repayment,Ecuador,M
Food Production/Sales,100,paid,Philippines,F
Higher education costs,1500,in_repayment,Cambodia,F
Dairy,725,in_repayment,Kenya,M
Beauty Salon,3600,paid,Paraguay,F
Poultry,2925,in_repayment,Vietnam,F
Weaving,325,paid,Guatemala,F
Farming,625,paid,Cambodia,F
Poultry,500,in_repayment,Ecuador,M
Grocery Store,5975,paid,Ecuador,F
Farming,200,paid,Philippines,F
Farming,525,in_repayment,Cambodia,F
Poultry,5175,paid,Ecuador,F
Primary/secondary school costs,900,paid,Lebanon,F
Primary/secondary school costs,2300,paid,Lebanon,F
Higher education costs,200,paid,Colombia,F
Higher education costs,1500,in_repayment,Cambodia,F
Food Stall,125,paid,Philippines,F
Fish Selling,125,paid,Philippines,F
Farming,450,paid,Philippines,F
Pigs,800,paid,Philippines,M
Fish Selling,125,paid,Philippines,F
Services,125,paid,Philippines,F
Services,125,paid,Philippines,M
Health,1300,in_repayment,Lebanon,F
Dairy,425,in_repayment,Kenya,M
Pigs,650,paid,Philippines,F
Fish Selling,100,paid,Philippines,F
General Store,450,paid,Philippines,F
Personal Housing Expenses,1375,in_repayment,Kosovo,F
Personal Products Sales,225,paid,Philippines,F
Used Clothing,250,paid,Kenya,F
Transportation,2250,in_repayment,Mongolia,M
Agriculture,175,paid,Philippines,F
Pigs,450,in_repayment,Philippines,M
Agriculture,450,in_repayment,Philippines,F
Higher education costs,200,in_repayment,Philippines,M
Crafts,1250,paid,Paraguay,F
Higher education costs,225,in_repayment,Philippines,F
Higher education costs,225,in_repayment,Philippines,F
Retail,5225,paid,Paraguay,F
Services,1375,in_repayment,Paraguay,F
Food,3850,paid,Paraguay,F
Fruits & Vegetables,1525,in_repayment,Colombia,M
Cafe,2525,in_repayment,Colombia,F
Higher education costs,200,in_repayment,Philippines,F
Services,3600,paid,Paraguay,F
Food,4200,paid,Paraguay,F
Electronics Repair,1900,in_repayment,Palestine,M
Food Stall,425,in_repayment,Colombia,M
Dairy,725,in_repayment,Kenya,M
Cloth & Dressmaking Supplies,1100,paid,Georgia,F
General Store,525,in_repayment,Pakistan,F
Tailoring,425,in_repayment,Pakistan,F
Fruits & Vegetables,425,in_repayment,Pakistan,F
General Store,1125,paid,Philippines,M
Pigs,100,paid,Philippines,F
General Store,100,paid,Philippines,F
Higher education costs,200,in_repayment,Philippines,F
Rickshaw,525,in_repayment,Pakistan,F
General Store,425,in_repayment,Pakistan,F
Services,425,in_repayment,Pakistan,F
Animal Sales,425,in_repayment,Pakistan,F
Higher education costs,1000,paid,Tajikistan,M
Grocery Store,2000,in_repayment,Palestine,F
Shoe Sales,600,in_repayment,Palestine,M
Charcoal Sales,1100,paid,Tanzania,F
Dairy,625,in_repayment,Kenya,F
Used Clothing,1975,paid,Uganda,F
General Store,425,in_repayment,Pakistan,F
Construction Supplies,25000,paid,Rwanda,M
Clothing Sales,425,in_repayment,Pakistan,F
Personal Housing Expenses,800,paid,Uganda,F
General Store,425,in_repayment,Pakistan,F
Tailoring,425,in_repayment,Pakistan,F
Clothing Sales,525,in_repayment,Pakistan,F
Dairy,500,in_repayment,Kenya,M
Food Stall,2150,paid,Tanzania,F
Retail,100,paid,Philippines,F
Fishing,100,paid,Philippines,M
Phone Accessories,1350,paid,Tanzania,M
Dairy,550,in_repayment,Kenya,F
General Store,750,paid,Zimbabwe,M
Cereals,100,paid,Philippines,F
Higher education costs,150,in_repayment,Philippines,F
Higher education costs,200,in_repayment,Cambodia,F
Retail,1275,in_repayment,Paraguay,F
Charcoal Sales,3050,paid,Paraguay,F
Services,3925,paid,Tanzania,M
Food Stall,1025,paid,Tanzania,F
Higher education costs,175,in_repayment,Philippines,F
Fruits & Vegetables,1425,in_repayment,Tanzania,F
Retail,725,paid,Tanzania,M
Internet Cafe,775,in_repayment,Colombia,F
Manufacturing,600,paid,Zimbabwe,M
Food Market,1100,in_repayment,Zimbabwe,F
Clothing,4775,paid,Paraguay,F
Services,2700,paid,Tanzania,F
Retail,1525,in_repayment,Palestine,M
Retail,1425,paid,Tanzania,F
General Store,525,paid,Colombia,F
Fish Selling,1900,paid,Tanzania,M
Food Production/Sales,1275,in_repayment,Colombia,F
Food Stall,2650,paid,Paraguay,F
Fruits & Vegetables,4675,paid,Paraguay,F
Retail,1250,in_repayment,Paraguay,M
Retail,1250,paid,Paraguay,F
Retail,2775,paid,Paraguay,F
Restaurant,1275,paid,Mali,F
Restaurant,425,paid,Mali,F
Food Stall,3625,paid,Paraguay,F
Grocery Store,2350,paid,Paraguay,F
Fruits & Vegetables,1500,in_repayment,Palestine,M
Sewing,400,paid,Zimbabwe,F
Fruits & Vegetables,675,paid,Philippines,F
Taxi,1500,paid,Bolivia,F
Cosmetics Sales,1275,paid,Colombia,F
General Store,500,paid,Zimbabwe,F
Poultry,500,paid,Zimbabwe,M
Food Market,100,paid,Philippines,F
General Store,2000,in_repayment,Zimbabwe,F
Personal Housing Expenses,1375,in_repayment,Kosovo,M
Phone Repair,700,paid,Kosovo,F
Farming,675,paid,Philippines,M
Grocery Store,1150,paid,Ghana,F
Higher education costs,600,in_repayment,Paraguay,F
Farm Supplies,2075,in_repayment,Kosovo,F
Agriculture,700,in_repayment,Kosovo,M
Agriculture,1050,in_repayment,Honduras,F
Personal Housing Expenses,1375,in_repayment,Kosovo,M
Livestock,1875,in_repayment,Kosovo,M
Personal Housing Expenses,2075,in_repayment,Kosovo,M
Farm Supplies,2075,in_repayment,Kosovo,M
Agriculture,700,in_repayment,Kosovo,M
Higher education costs,475,in_repayment,Paraguay,M
Used Clothing,2150,in_repayment,Zimbabwe,M
Sewing,1375,in_repayment,Kosovo,F
Agriculture,1375,in_repayment,Kosovo,F
Personal Housing Expenses,975,in_repayment,Kosovo,M
Personal Housing Expenses,1375,in_repayment,Kosovo,F
Personal Housing Expenses,2075,in_repayment,Kosovo,F
Agriculture,1050,in_repayment,Honduras,F
Personal Housing Expenses,700,in_repayment,Kosovo,M
Home Products Sales,2100,in_repayment,Tajikistan,F
Clothing,500,paid,Zimbabwe,M
Cloth & Dressmaking Supplies,225,paid,Tajikistan,F
Fishing,100,paid,Philippines,F
Fishing,100,paid,Philippines,M
Electrician,975,in_repayment,Kosovo,M
Higher education costs,700,in_repayment,Paraguay,F
Higher education costs,475,in_repayment,Paraguay,F
Personal Housing Expenses,625,in_repayment,Tajikistan,F
Higher education costs,650,paid,Tajikistan,M
Fish Selling,1975,paid,Tanzania,M
Clothing Sales,3000,paid,Tajikistan,F
General Store,450,paid,Philippines,F
Fish Selling,100,paid,Philippines,F
Retail,100,paid,Philippines,F
Retail,100,paid,Philippines,M
Food Production/Sales,100,paid,Philippines,M
Restaurant,375,in_repayment,Liberia,F
Fish Selling,2925,in_repayment,Ghana,F
